Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,
104.676,-0.021,-0.117,-0.219,0.041,0.284,-0.088,0.062,0.402,0.132,0.767,8.64,5.5,366,237,325,520,7,
104.701,-0.02,-0.128,-0.215,0.046,0.276,-0.096,0.066,0.404,0.119,0.772,8.64,5.5,368,237,325,520,7,
104.719,-0.019,-0.133,-0.216,0.051,0.269,-0.104,0.07,0.402,0.112,0.769,8.64,5.5,370,236,325,520,7,
104.741,-0.019,-0.139,-0.218,0.059,0.259,-0.113,0.079,0.398,0.105,0.759,8.64,5.5,371,236,325,520,7,
104.76,-0.018,-0.145,-0.217,0.067,0.251,-0.12,0.085,0.395,0.097,0.755,8.64,5.5,373,235,325,520,7,
104.78,-0.004,-0.151,-0.183,0.071,0.258,-0.114,0.075,0.41,0.069,0.782,8.64,5.5,374,234,325,520,7,
104.801,-0.004,-0.154,-0.182,0.082,0.238,-0.127,0.087,0.392,0.055,0.749,9.42,6.28,376,233,325,520,7,
104.821,0.001,-0.155,-0.159,0.092,0.219,-0.137,0.091,0.373,0.023,0.713,9.42,6.28,377,232,325,520,7,
104.841,0.001,-0.159,-0.16,0.099,0.199,-0.145,0.098,0.357,0.015,0.683,9.42,6.28,379,231,325,520,7,
104.863,-0.001,-0.163,-0.163,0.104,0.177,-0.151,0.105,0.339,0.012,0.648,9.42,6.28,380,230,325,520,7,
104.883,-0.002,-0.167,-0.164,0.105,0.144,-0.157,0.107,0.31,0.007,0.593,9.42,6.28,381,229,325,520,7,
104.901,-0.004,-0.17,-0.169,0.102,0.112,-0.158,0.106,0.283,0.011,0.54,9.42,6.28,381,228,325,520,7,
104.924,-0.002,-0.162,-0.146,0.087,0.062,-0.151,0.089,0.224,-0.005,0.428,9.42,6.28,382,227,325,520,7,
104.946,-0.003,-0.165,-0.146,0.076,0.018,-0.149,0.079,0.183,-0.003,0.35,9.42,6.28,382,227,325,520,7,
104.964,0.004,-0.163,-0.123,0.072,0.002,-0.15,0.068,0.165,-0.028,0.316,9.42,6.28,382,226,325,520,7,
104.982,0.005,-0.167,-0.131,0.068,-0.005,-0.149,0.063,0.161,-0.018,0.308,9.42,6.28,382,225,325,520,7,
105,0.004,-0.169,-0.132,0.066,-0.014,-0.151,0.061,0.155,-0.019,0.297,9.42,6.28,382,224,325,520,7,
105.019,0.004,-0.169,-0.132,0.063,-0.024,-0.156,0.059,0.145,-0.024,0.277,9.42,6.28,382,223,325,520,7,
105.039,0.008,-0.173,-0.137,0.06,-0.029,-0.158,0.052,0.144,-0.02,0.275,9.42,6.28,381,222,325,520,7,
105.059,0.006,-0.173,-0.147,0.056,-0.035,-0.156,0.05,0.139,-0.009,0.265,9.42,6.28,381,221,325,520,7,
105.076,0.002,-0.166,-0.166,0.053,-0.035,-0.155,0.051,0.131,0.011,0.25,9.42,6.28,381,220,325,520,7,
105.095,0.002,-0.166,-0.175,0.05,-0.031,-0.151,0.048,0.135,0.024,0.258,9.42,6.28,381,219,325,520,7,
105.117,-0.002,-0.159,-0.187,0.047,-0.035,-0.154,0.05,0.123,0.033,0.236,9.42,6.28,381,218,325,520,7,
105.135,-0.005,-0.157,-0.195,0.045,-0.036,-0.151,0.049,0.121,0.044,0.23,9.42,6.28,380,217,325,520,7,
105.172,-0.008,-0.156,-0.201,0.044,-0.044,-0.155,0.052,0.112,0.046,0.214,9.42,6.28,380,216,325,520,7,
105.212,-0.005,-0.153,-0.195,0.038,-0.043,-0.141,0.043,0.11,0.054,0.21,9.42,6.28,380,215,325,520,7,
105.231,-0.002,-0.15,-0.187,0.038,-0.034,-0.126,0.04,0.116,0.061,0.221,9.42,6.28,380,214,325,520,7,
105.249,-0.003,-0.149,-0.186,0.033,-0.038,-0.123,0.036,0.111,0.062,0.212,9.42,6.28,379,213,325,520,7,
105.287,-0.004,-0.147,-0.188,0.027,-0.046,-0.126,0.031,0.102,0.063,0.194,9.42,6.28,379,213,325,520,7,
105.308,-0.004,-0.145,-0.191,0.025,-0.043,-0.125,0.029,0.102,0.066,0.194,8.64,5.5,379,212,325,520,7,
105.328,-0.004,-0.143,-0.2,0.023,-0.04,-0.127,0.027,0.103,0.073,0.196,8.64,5.5,379,211,325,520,7,
105.367,-0.006,-0.137,-0.218,0.018,-0.041,-0.138,0.024,0.096,0.08,0.183,8.64,5.5,378,210,325,520,7,
105.384,-0.006,-0.135,-0.22,0.019,-0.036,-0.136,0.025,0.099,0.085,0.189,8.64,5.5,378,209,325,520,7,
105.402,-0.007,-0.134,-0.225,0.017,-0.037,-0.134,0.024,0.096,0.091,0.184,8.64,5.5,378,208,325,520,7,
105.424,-0.009,-0.131,-0.229,0.016,-0.036,-0.14,0.025,0.096,0.089,0.183,8.64,5.5,378,207,325,520,7,
105.447,-0.009,-0.129,-0.234,0.016,-0.034,-0.138,0.025,0.095,0.095,0.182,8.64,5.5,377,207,325,520,7,
105.467,-0.013,-0.124,-0.238,0.026,-0.002,-0.153,0.039,0.122,0.086,0.233,8.64,5.5,377,206,325,520,7,
105.487,-0.014,-0.123,-0.241,0.029,-0.004,-0.146,0.043,0.119,0.095,0.227,8.64,5.5,377,205,325,520,7,
105.507,-0.019,-0.118,-0.245,0.035,-0.009,-0.138,0.053,0.11,0.107,0.21,8.64,5.5,377,204,325,520,7,
105.523,-0.021,-0.117,-0.247,0.038,-0.012,-0.133,0.06,0.105,0.114,0.219,8.64,5.5,377,203,325,520,7,
105.545,-0.022,-0.116,-0.249,0.045,-0.009,-0.124,0.067,0.107,0.125,0.239,8.64,5.5,377,202,325,520,7,
105.561,-0.025,-0.114,-0.25,0.05,-0.015,-0.119,0.075,0.099,0.13,0.249,8.64,5.5,377,201,325,520,7,
105.578,-0.024,-0.116,-0.251,0.058,-0.024,-0.113,0.082,0.092,0.138,0.263,8.64,5.5,377,201,325,520,7,
105.597,-0.023,-0.118,-0.25,0.064,-0.036,-0.106,0.088,0.082,0.144,0.276,8.64,5.5,377,200,325,520,7,
105.637,-0.022,-0.12,-0.248,0.061,-0.095,-0.092,0.083,0.025,0.157,0.299,7.85,4.71,376,199,325,520,7,
105.659,-0.023,-0.121,-0.251,0.061,-0.128,-0.077,0.083,-0.007,0.174,0.332,7.85,4.71,375,199,325,520,7,
105.677,-0.02,-0.123,-0.244,0.059,-0.156,-0.056,0.079,-0.033,0.188,0.359,7.85,4.71,374,199,325,520,7,
105.695,-0.023,-0.123,-0.25,0.058,-0.181,-0.033,0.081,-0.059,0.217,0.415,7.85,4.71,373,198,325,520,7,
105.729,-0.017,-0.128,-0.238,0.057,-0.219,0.006,0.074,-0.091,0.244,0.466,7.07,3.93,372,198,325,520,7,
105.745,-0.016,-0.13,-0.236,0.057,-0.23,0.018,0.073,-0.1,0.254,0.485,7.07,3.93,370,199,325,520,7,
105.759,-0.01,-0.138,-0.229,0.057,-0.237,0.028,0.067,-0.099,0.257,0.491,7.07,3.93,369,199,325,520,7,
105.775,-0.015,-0.132,-0.231,0.059,-0.239,0.038,0.075,-0.106,0.268,0.513,7.07,3.93,367,199,325,520,7,
105.792,-0.011,-0.137,-0.223,0.06,-0.246,0.046,0.071,-0.109,0.269,0.513,7.07,3.93,366,199,325,520,7,
105.809,-0.011,-0.138,-0.222,0.06,-0.251,0.053,0.071,-0.113,0.275,0.525,7.07,3.93,364,200,325,520,7,
105.832,-0.01,-0.14,-0.22,0.058,-0.255,0.055,0.068,-0.116,0.275,0.526,7.07,3.93,362,200,325,520,7,
105.849,-0.012,-0.136,-0.22,0.055,-0.26,0.055,0.067,-0.125,0.275,0.524,7.07,3.93,361,200,325,520,7,
105.867,-0.01,-0.139,-0.221,0.052,-0.265,0.055,0.061,-0.126,0.276,0.527,7.07,3.93,359,201,325,520,7,
105.886,-0.014,-0.135,-0.229,0.049,-0.27,0.056,0.063,-0.136,0.285,0.544,7.07,3.93,357,201,325,520,7,
105.903,-0.012,-0.138,-0.234,0.048,-0.273,0.057,0.06,-0.135,0.291,0.556,7.07,3.93,356,201,325,520,7,
105.923,-0.015,-0.136,-0.237,0.046,-0.276,0.06,0.06,-0.14,0.297,0.568,7.07,3.93,354,202,325,520,7,
105.969,-0.009,-0.144,-0.239,0.045,-0.275,0.068,0.054,-0.131,0.307,0.586,7.07,3.93,352,202,325,520,7,
105.988,-0.01,-0.143,-0.242,0.045,-0.273,0.07,0.055,-0.13,0.312,0.596,7.07,3.93,350,203,325,520,7,
106.007,-0.012,-0.141,-0.244,0.045,-0.273,0.071,0.057,-0.132,0.315,0.602,7.07,3.93,349,203,325,520,7,
106.027,-0.013,-0.142,-0.246,0.044,-0.273,0.072,0.057,-0.131,0.318,0.608,7.07,3.93,347,203,325,520,7,
106.068,-0.017,-0.138,-0.249,0.043,-0.271,0.07,0.06,-0.134,0.319,0.608,7.07,3.93,345,204,325,520,7,
106.087,-0.017,-0.14,-0.253,0.042,-0.271,0.069,0.059,-0.131,0.322,0.615,7.07,3.93,343,204,325,520,7,
106.108,-0.018,-0.139,-0.253,0.042,-0.271,0.07,0.06,-0.132,0.323,0.616,7.07,3.93,342,205,325,520,7,
106.124,-0.016,-0.141,-0.254,0.041,-0.273,0.069,0.057,-0.131,0.322,0.615,7.07,3.93,340,205,325,520,7,
106.143,-0.017,-0.139,-0.253,0.042,-0.272,0.069,0.059,-0.133,0.322,0.614,7.07,3.93,338,206,325,520,7,
106.16,-0.016,-0.14,-0.254,0.042,-0.273,0.071,0.058,-0.133,0.324,0.62,7.07,3.93,337,206,325,520,7,
106.177,-0.017,-0.139,-0.254,0.042,-0.277,0.074,0.058,-0.138,0.328,0.626,7.07,3.93,335,207,325,520,7,
106.195,-0.018,-0.138,-0.254,0.044,-0.275,0.077,0.062,-0.137,0.331,0.633,7.07,3.93,333,207,325,520,7,
106.213,-0.019,-0.136,-0.254,0.045,-0.274,0.078,0.064,-0.138,0.331,0.633,7.07,3.93,331,208,325,520,7,
106.243,-0.021,-0.134,-0.255,0.046,-0.274,0.079,0.067,-0.14,0.334,0.637,7.07,3.93,330,208,325,520,7,
106.262,-0.022,-0.132,-0.254,0.046,-0.274,0.081,0.068,-0.142,0.335,0.64,7.07,3.93,328,209,325,520,7,
106.28,-0.022,-0.13,-0.254,0.046,-0.275,0.082,0.068,-0.145,0.337,0.643,7.07,3.93,326,209,325,520,7,
106.302,-0.023,-0.127,-0.253,0.046,-0.274,0.082,0.069,-0.147,0.335,0.639,7.07,3.93,324,210,325,520,7,
106.322,-0.024,-0.126,-0.254,0.045,-0.277,0.083,0.069,-0.151,0.337,0.644,7.07,3.93,323,210,325,520,7,
106.344,-0.023,-0.126,-0.259,0.048,-0.271,0.084,0.071,-0.145,0.343,0.655,7.07,3.93,321,211,325,520,7,
106.368,-0.023,-0.126,-0.261,0.05,-0.268,0.082,0.073,-0.142,0.344,0.656,7.07,3.93,319,211,325,520,7,
106.387,-0.024,-0.123,-0.263,0.05,-0.267,0.081,0.075,-0.144,0.344,0.658,7.07,3.93,317,212,325,520,7,
106.404,-0.027,-0.12,-0.265,0.05,-0.268,0.083,0.077,-0.148,0.348,0.664,7.07,3.93,316,212,325,520,7,
106.423,-0.028,-0.118,-0.266,0.051,-0.262,0.084,0.079,-0.144,0.35,0.668,7.07,3.93,314,213,325,520,7,
106.441,-0.029,-0.116,-0.268,0.051,-0.256,0.084,0.08,-0.14,0.352,0.673,7.07,3.93,312,213,325,520,7,
106.459,-0.029,-0.118,-0.272,0.048,-0.256,0.084,0.077,-0.138,0.357,0.682,7.07,3.93,311,214,325,520,7,
106.477,-0.031,-0.114,-0.273,0.045,-0.254,0.086,0.077,-0.14,0.359,0.685,7.07,3.93,309,214,325,520,7,
106.52,-0.037,-0.105,-0.274,0.04,-0.227,0.078,0.077,-0.121,0.353,0.674,7.07,3.93,308,215,325,520,7,
106.541,-0.043,-0.095,-0.278,0.037,-0.205,0.074,0.08,-0.11,0.352,0.672,7.07,3.93,306,215,325,520,7,
106.558,-0.044,-0.097,-0.275,0.035,-0.187,0.068,0.079,-0.091,0.343,0.656,7.07,3.93,305,216,325,520,7,
106.579,-0.045,-0.096,-0.276,0.032,-0.167,0.063,0.077,-0.071,0.34,0.649,7.07,3.93,304,216,325,520,7,
106.618,-0.05,-0.088,-0.278,0.024,-0.124,0.053,0.073,-0.036,0.33,0.631,7.85,4.71,303,217,325,520,7,
106.636,-0.052,-0.083,-0.277,0.019,-0.097,0.045,0.071,-0.013,0.322,0.614,7.85,4.71,303,217,325,520,7,
106.677,-0.058,-0.076,-0.277,0.01,-0.05,0.033,0.067,0.025,0.31,0.592,7.85,4.71,302,217,325,520,7,
106.697,-0.061,-0.071,-0.279,0.004,-0.018,0.024,0.065,0.053,0.303,0.579,7.85,4.71,302,217,325,520,7,
106.714,-0.062,-0.067,-0.279,-0.003,0.006,0.017,0.059,0.073,0.296,0.565,8.64,5.5,302,217,325,520,7,
106.732,-0.065,-0.062,-0.278,-0.009,0.031,0.009,0.055,0.092,0.288,0.549,8.64,5.5,303,217,325,520,7,
106.768,-0.066,-0.057,-0.277,-0.013,0.094,-0.008,0.053,0.151,0.269,0.514,8.64,5.5,303,217,325,520,7,
106.784,-0.069,-0.049,-0.274,-0.013,0.115,-0.017,0.056,0.164,0.257,0.491,8.64,5.5,304,217,325,520,7,
106.808,-0.071,-0.046,-0.274,-0.014,0.148,-0.026,0.057,0.194,0.248,0.474,8.64,5.5,305,217,325,520,7,
106.828,-0.071,-0.041,-0.275,-0.014,0.182,-0.04,0.057,0.224,0.235,0.448,8.64,5.5,306,217,325,520,7,
106.852,-0.072,-0.038,-0.275,-0.007,0.228,-0.055,0.065,0.266,0.22,0.508,8.64,5.5,307,216,325,520,7,
106.871,-0.073,-0.034,-0.271,-0.003,0.258,-0.066,0.071,0.292,0.205,0.558,8.64,5.5,309,216,325,520,7,
106.89,-0.074,-0.032,-0.269,-0.003,0.274,-0.07,0.07,0.306,0.199,0.585,8.64,5.5,311,216,325,520,7,
106.909,-0.073,-0.03,-0.27,-0.003,0.287,-0.072,0.07,0.317,0.197,0.606,8.64,5.5,313,215,325,520,7,
107.013,-0.07,-0.026,-0.266,0.01,0.348,-0.102,0.08,0.373,0.165,0.713,8.64,5.5,315,215,325,520,7,
107.032,-0.07,-0.026,-0.267,0.014,0.352,-0.107,0.084,0.378,0.161,0.722,8.64,5.5,317,214,325,520,7,
107.047,-0.071,-0.026,-0.268,0.016,0.353,-0.109,0.086,0.379,0.159,0.724,8.64,5.5,319,213,325,520,7,
107.069,-0.069,-0.033,-0.272,0.02,0.353,-0.113,0.089,0.386,0.158,0.737,8.64,5.5,322,212,325,520,7,
107.088,-0.074,-0.034,-0.275,0.022,0.352,-0.115,0.096,0.386,0.16,0.738,8.64,5.5,324,212,325,520,7,
107.11,-0.075,-0.039,-0.279,0.025,0.349,-0.115,0.099,0.388,0.164,0.741,8.64,5.5,326,211,325,520,7,
107.126,-0.077,-0.044,-0.28,0.025,0.345,-0.113,0.102,0.389,0.167,0.743,8.64,5.5,328,210,325,520,7,
107.143,-0.076,-0.045,-0.28,0.026,0.341,-0.111,0.103,0.386,0.169,0.737,8.64,5.5,330,210,325,520,7,
107.162,-0.075,-0.05,-0.28,0.027,0.338,-0.11,0.102,0.389,0.17,0.742,8.64,5.5,333,209,325,520,7,
107.181,-0.069,-0.058,-0.277,0.028,0.338,-0.107,0.097,0.396,0.17,0.757,8.64,5.5,335,208,325,520,7,
107.201,-0.065,-0.063,-0.279,0.029,0.336,-0.106,0.094,0.398,0.173,0.761,8.64,5.5,337,207,325,520,7,
107.219,-0.059,-0.07,-0.272,0.031,0.336,-0.104,0.091,0.405,0.167,0.774,8.64,5.5,339,207,325,520,7,
107.239,-0.051,-0.077,-0.266,0.033,0.338,-0.103,0.084,0.415,0.163,0.792,8.64,5.5,341,206,325,520,7,
107.256,-0.03,-0.103,-0.249,0.032,0.333,-0.101,0.062,0.436,0.148,0.833,8.64,5.5,343,206,325,520,7,
107.303,-0.011,-0.121,-0.228,0.034,0.33,-0.1,0.045,0.451,0.129,0.862,8.64,5.5,345,205,325,520,7,
107.327,0.003,-0.132,-0.206,0.036,0.328,-0.101,0.033,0.46,0.105,0.879,8.64,5.5,347,204,325,520,7,
107.346,0.015,-0.141,-0.19,0.035,0.324,-0.098,0.02,0.465,0.093,0.889,8.64,5.5,350,204,325,520,7,
107.366,0.018,-0.144,-0.189,0.037,0.328,-0.098,0.02,0.472,0.091,0.901,8.64,5.5,352,203,325,520,7,
107.385,0.019,-0.147,-0.189,0.038,0.326,-0.098,0.018,0.473,0.091,0.904,8.64,5.5,354,202,325,520,7,
107.404,0.023,-0.141,-0.163,0.038,0.328,-0.097,0.015,0.469,0.065,0.896,9.42,6.28,356,202,325,520,7,
107.431,0.033,-0.149,-0.149,0.039,0.326,-0.097,0.006,0.474,0.052,0.906,9.42,6.28,358,201,325,520,7,
107.449,0.032,-0.151,-0.149,0.039,0.322,-0.097,0.007,0.473,0.052,0.904,9.42,6.28,360,201,325,520,7,
107.468,0.032,-0.154,-0.146,0.04,0.319,-0.096,0.007,0.473,0.049,0.903,9.42,6.28,362,200,325,520,7,
107.51,0.031,-0.154,-0.147,0.042,0.318,-0.099,0.011,0.472,0.047,0.902,9.42,6.28,364,199,325,520,7,
107.534,0.03,-0.155,-0.148,0.041,0.311,-0.096,0.01,0.466,0.051,0.891,9.42,6.28,366,199,325,520,7,
107.559,0.028,-0.156,-0.152,0.041,0.311,-0.095,0.012,0.466,0.058,0.891,9.42,6.28,368,198,325,520,7,
107.579,0.023,-0.15,-0.162,0.042,0.316,-0.094,0.019,0.465,0.068,0.889,8.64,5.5,370,197,325,520,7,
107.603,0.016,-0.141,-0.166,0.042,0.313,-0.093,0.026,0.455,0.073,0.868,8.64,5.5,372,197,325,520,7,
107.622,0.008,-0.134,-0.195,0.041,0.309,-0.092,0.034,0.443,0.103,0.847,8.64,5.5,374,196,325,520,7,
107.649,0.008,-0.137,-0.204,0.041,0.303,-0.09,0.033,0.439,0.114,0.839,8.64,5.5,376,196,325,520,7,
107.664,0.004,-0.136,-0.21,0.041,0.301,-0.089,0.036,0.436,0.121,0.833,8.64,5.5,378,195,325,520,7,
107.683,0.006,-0.138,-0.205,0.04,0.297,-0.089,0.034,0.434,0.116,0.829,8.64,5.5,380,195,325,520,7,
107.709,0.007,-0.14,-0.198,0.04,0.296,-0.09,0.033,0.436,0.108,0.832,8.64,5.5,381,194,325,520,7,
107.732,0.007,-0.144,-0.201,0.04,0.297,-0.092,0.034,0.44,0.109,0.841,8.64,5.5,383,193,325,520,7,
107.772,0.01,-0.149,-0.188,0.041,0.302,-0.096,0.031,0.452,0.092,0.862,8.64,5.5,385,193,325,520,7,
107.792,0.021,-0.149,-0.155,0.041,0.309,-0.092,0.02,0.458,0.064,0.876,9.42,6.28,387,192,325,520,7,
107.828,0.019,-0.151,-0.154,0.043,0.322,-0.097,0.024,0.472,0.057,0.902,9.42,6.28,389,192,325,520,7,
107.849,0.016,-0.153,-0.156,0.043,0.321,-0.096,0.026,0.474,0.06,0.906,9.42,6.28,391,191,325,520,7,
107.913,0.007,-0.145,-0.176,0.048,0.317,-0.103,0.041,0.462,0.073,0.882,8.64,5.5,393,190,325,520,7,
107.929,0.008,-0.145,-0.148,0.05,0.317,-0.1,0.042,0.462,0.048,0.881,9.42,6.28,395,190,325,520,7,
107.95,0.009,-0.147,-0.145,0.053,0.312,-0.099,0.044,0.46,0.046,0.878,9.42,6.28,397,189,325,520,7,
107.967,0.007,-0.149,-0.146,0.056,0.308,-0.099,0.049,0.457,0.047,0.874,9.42,6.28,399,188,325,520,7,
107.985,0.006,-0.15,-0.147,0.059,0.307,-0.098,0.053,0.457,0.048,0.873,9.42,6.28,401,188,325,520,7,
108.002,0.005,-0.151,-0.149,0.059,0.296,-0.098,0.054,0.448,0.051,0.855,9.42,6.28,403,187,325,520,7,
108.02,0.014,-0.156,-0.134,0.061,0.285,-0.098,0.047,0.441,0.036,0.842,9.42,6.28,405,187,325,520,7,
108.038,0.015,-0.159,-0.134,0.061,0.27,-0.098,0.046,0.429,0.036,0.819,9.42,6.28,407,186,325,520,7,
108.059,0.018,-0.16,-0.128,0.06,0.251,-0.098,0.043,0.41,0.03,0.783,9.42,6.28,408,185,325,520,7,
108.078,0.019,-0.161,-0.124,0.06,0.234,-0.096,0.041,0.395,0.028,0.754,9.42,6.28,410,185,325,520,7,
108.097,0.021,-0.163,-0.122,0.061,0.217,-0.094,0.04,0.381,0.028,0.727,9.42,6.28,411,184,325,520,7,
108.116,0.024,-0.166,-0.124,0.062,0.205,-0.094,0.038,0.371,0.03,0.709,9.42,6.28,412,183,325,520,7,
108.135,0.031,-0.171,-0.141,0.062,0.183,-0.095,0.031,0.354,0.045,0.677,9.42,6.28,414,183,325,520,7,
108.156,0.024,-0.16,-0.156,0.061,0.164,-0.094,0.037,0.324,0.061,0.618,9.42,6.28,415,182,325,520,7,
108.178,0.027,-0.163,-0.173,0.06,0.148,-0.089,0.033,0.311,0.084,0.593,8.64,5.5,416,182,325,520,7,
108.2,0.021,-0.155,-0.188,0.06,0.124,-0.093,0.039,0.28,0.095,0.534,8.64,5.5,416,181,325,520,7,
108.221,0.02,-0.156,-0.199,0.059,0.097,-0.098,0.039,0.253,0.101,0.483,8.64,5.5,417,181,325,520,7,
108.244,0.023,-0.16,-0.197,0.06,0.078,-0.1,0.037,0.237,0.097,0.454,8.64,5.5,418,180,325,520,7,
108.283,0.024,-0.163,-0.197,0.058,0.037,-0.107,0.034,0.201,0.091,0.384,8.64,5.5,418,179,325,520,7,
108.312,0.031,-0.17,-0.191,0.061,0.028,-0.113,0.03,0.199,0.078,0.379,8.64,5.5,418,178,325,520,7,
108.328,0.041,-0.173,-0.177,0.062,0.017,-0.108,0.021,0.19,0.069,0.363,8.64,5.5,418,178,325,520,7,
108.346,0.043,-0.176,-0.177,0.062,-0.002,-0.109,0.019,0.174,0.068,0.333,8.64,5.5,418,177,325,520,7,
108.367,0.047,-0.179,-0.173,0.064,-0.002,-0.089,0.016,0.177,0.084,0.338,8.64,5.5,418,177,325,520,7,
108.386,0.052,-0.179,-0.173,0.06,-0.025,-0.085,0.008,0.154,0.088,0.294,8.64,5.5,418,176,325,520,7,
108.403,0.055,-0.182,-0.172,0.057,-0.047,-0.084,0.002,0.135,0.088,0.257,8.64,5.5,418,175,325,520,7,
108.443,0.059,-0.185,-0.169,0.056,-0.076,-0.071,-0.003,0.109,0.099,0.209,8.64,5.5,417,175,325,520,7,
108.461,0.07,-0.193,-0.167,0.052,-0.096,-0.067,-0.018,0.097,0.1,0.191,8.64,5.5,416,175,325,520,7,
108.495,0.076,-0.192,-0.177,0.048,-0.12,-0.065,-0.027,0.072,0.112,0.214,8.64,5.5,416,174,325,520,7,
108.512,0.078,-0.194,-0.179,0.045,-0.135,-0.065,-0.033,0.06,0.114,0.217,7.85,4.71,415,174,325,520,7,
108.53,0.082,-0.197,-0.184,0.046,-0.134,-0.061,-0.036,0.064,0.123,0.236,7.85,4.71,414,173,325,520,7,
108.546,0.085,-0.2,-0.186,0.043,-0.143,-0.063,-0.042,0.057,0.124,0.236,7.85,4.71,413,173,325,520,7,
108.564,0.086,-0.197,-0.191,0.042,-0.141,-0.061,-0.043,0.056,0.13,0.249,7.85,4.71,412,173,325,520,7,
108.586,0.086,-0.195,-0.191,0.038,-0.152,-0.07,-0.048,0.043,0.121,0.231,7.85,4.71,411,172,325,520,7,
108.604,0.087,-0.193,-0.19,0.038,-0.153,-0.068,-0.049,0.04,0.123,0.234,7.85,4.71,410,172,325,520,7,
108.626,0.088,-0.192,-0.19,0.037,-0.154,-0.071,-0.052,0.038,0.119,0.228,7.85,4.71,409,171,325,520,7,
108.646,0.091,-0.194,-0.193,0.038,-0.149,-0.067,-0.052,0.044,0.126,0.241,7.85,4.71,408,171,325,520,7,
108.665,0.089,-0.192,-0.196,0.039,-0.149,-0.063,-0.05,0.043,0.133,0.254,7.85,4.71,407,170,325,520,7,
108.709,0.086,-0.19,-0.202,0.039,-0.152,-0.058,-0.047,0.038,0.144,0.275,7.85,4.71,406,170,325,520,7,
108.728,0.084,-0.187,-0.203,0.04,-0.15,-0.055,-0.043,0.036,0.147,0.282,7.85,4.71,405,170,325,520,7,
108.753,0.083,-0.186,-0.203,0.04,-0.154,-0.054,-0.042,0.032,0.148,0.283,7.85,4.71,404,169,325,520,7,
108.772,0.082,-0.185,-0.204,0.046,-0.145,-0.049,-0.037,0.04,0.155,0.296,7.85,4.71,404,169,325,520,7,
108.792,0.081,-0.186,-0.206,0.049,-0.148,-0.045,-0.032,0.037,0.161,0.308,7.85,4.71,403,169,325,520,7,
108.809,0.084,-0.185,-0.204,0.056,-0.15,-0.036,-0.028,0.035,0.168,0.321,7.85,4.71,402,169,325,520,7,
108.833,0.082,-0.185,-0.207,0.064,-0.154,-0.024,-0.018,0.031,0.183,0.35,7.85,4.71,401,168,325,520,7,
108.854,0.085,-0.186,-0.208,0.072,-0.159,-0.013,-0.013,0.028,0.195,0.373,7.85,4.71,400,168,325,520,7,
108.876,0.084,-0.186,-0.21,0.08,-0.168,0.002,-0.004,0.018,0.212,0.405,7.85,4.71,399,168,325,520,7,
108.896,0.086,-0.188,-0.211,0.081,-0.184,0.017,-0.006,0.003,0.228,0.436,7.85,4.71,397,168,325,520,7,
108.998,0.08,-0.181,-0.221,0.083,-0.24,0.089,0.003,-0.06,0.31,0.591,7.85,4.71,396,169,325,520,7,
109.018,0.081,-0.179,-0.221,0.086,-0.238,0.099,0.006,-0.059,0.32,0.612,7.85,4.71,394,170,325,520,7,
109.036,0.078,-0.177,-0.225,0.089,-0.234,0.109,0.01,-0.057,0.333,0.636,7.85,4.71,393,170,325,520,7,
109.054,0.079,-0.176,-0.226,0.09,-0.229,0.117,0.011,-0.054,0.343,0.654,7.85,4.71,391,171,325,520,7,
109.072,0.079,-0.175,-0.23,0.091,-0.225,0.123,0.012,-0.05,0.353,0.674,7.85,4.71,390,172,325,520,7,
109.097,0.079,-0.174,-0.229,0.091,-0.219,0.131,0.012,-0.045,0.36,0.687,7.85,4.71,389,173,325,520,7,
109.117,0.081,-0.172,-0.227,0.089,-0.209,0.14,0.007,-0.037,0.367,0.701,7.85,4.71,387,174,325,520,7,
109.135,0.082,-0.17,-0.225,0.086,-0.202,0.144,0.004,-0.032,0.369,0.705,7.85,4.71,386,174,325,520,7,
109.154,0.084,-0.169,-0.222,0.082,-0.194,0.147,-0.002,-0.026,0.369,0.705,7.85,4.71,385,175,325,520,7,
109.172,0.087,-0.17,-0.221,0.077,-0.187,0.149,-0.01,-0.017,0.37,0.706,7.85,4.71,384,176,325,520,7,
109.192,0.088,-0.17,-0.218,0.071,-0.182,0.145,-0.017,-0.012,0.363,0.693,7.85,4.71,382,177,325,520,7,
109.215,0.089,-0.169,-0.216,0.064,-0.171,0.137,-0.024,-0.002,0.353,0.674,7.85,4.71,381,178,325,520,7,
109.233,0.087,-0.168,-0.215,0.059,-0.157,0.13,-0.028,0.011,0.345,0.659,7.85,4.71,380,179,325,520,7,
109.254,0.088,-0.167,-0.214,0.054,-0.145,0.127,-0.034,0.022,0.341,0.651,7.85,4.71,379,180,325,520,7,
109.274,0.085,-0.165,-0.213,0.049,-0.126,0.121,-0.037,0.039,0.334,0.638,7.85,4.71,379,181,325,520,7,
109.292,0.086,-0.155,-0.196,0.046,-0.115,0.118,-0.041,0.04,0.314,0.6,7.85,4.71,378,181,325,520,7,
109.333,0.078,-0.14,-0.197,0.037,-0.095,0.102,-0.04,0.045,0.299,0.57,7.85,4.71,377,182,325,520,7,
