Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Target Number,Score,Target Duration,Training Mode,Is Testing Boolean
3.822,-0.035,0.359,-0.026,0.078,-0.251,-0.053,0.113,-0.412,-0.224,0.0,0.0,5.5,2.36,600,381,480,300,8,0,0,3,True
3.842,-0.035,0.359,-0.027,0.078,-0.251,-0.052,0.113,-0.411,-0.224,0.0,0.0,5.5,2.36,600,380,480,300,8,0,0,3,True
3.861,-0.035,0.36,-0.026,0.079,-0.25,-0.052,0.114,-0.411,-0.224,0.0,0.0,5.5,2.36,600,379,480,300,8,0,0,3,True
3.882,-0.036,0.359,-0.026,0.079,-0.251,-0.051,0.115,-0.41,-0.224,0.0,0.0,5.5,2.36,600,379,480,300,8,0,0,3,True
3.902,-0.036,0.359,-0.026,0.079,-0.25,-0.051,0.115,-0.41,-0.224,0.0,0.0,5.5,2.36,600,377,480,300,8,0,0,3,True
3.918,-0.036,0.359,-0.026,0.079,-0.25,-0.05,0.115,-0.409,-0.224,0.0,0.0,5.5,2.36,600,377,480,300,8,0,0,3,True
3.946,-0.035,0.36,-0.026,0.08,-0.25,-0.049,0.115,-0.409,-0.224,0.0,0.0,5.5,2.36,600,375,480,300,8,0,0,3,True
3.967,-0.035,0.359,-0.026,0.08,-0.25,-0.049,0.115,-0.407,-0.224,0.0,0.0,5.5,2.36,600,374,480,300,8,0,0,3,True
3.991,-0.036,0.358,-0.026,0.08,-0.25,-0.048,0.116,-0.406,-0.224,0.0,0.0,5.5,2.36,600,373,480,300,8,0,0,3,True
4.016,-0.036,0.358,-0.026,0.081,-0.25,-0.047,0.116,-0.405,-0.224,0.0,0.0,5.5,2.36,600,372,480,300,8,0,0,3,True
4.037,-0.036,0.358,-0.026,0.081,-0.25,-0.046,0.116,-0.404,-0.223,0.0,0.0,5.5,2.36,600,371,480,300,8,0,0,3,True
4.055,-0.036,0.358,-0.026,0.081,-0.25,-0.046,0.117,-0.403,-0.224,0.0,0.0,5.5,2.36,600,370,480,300,8,0,0,3,True
4.083,-0.035,0.357,-0.026,0.081,-0.25,-0.045,0.117,-0.403,-0.223,0.0,0.0,5.5,2.36,600,369,480,300,8,0,0,3,True
4.106,-0.035,0.358,-0.027,0.081,-0.25,-0.045,0.117,-0.402,-0.223,0.0,0.0,5.5,2.36,600,368,480,300,8,0,0,3,True
4.124,-0.036,0.357,-0.027,0.081,-0.249,-0.044,0.117,-0.401,-0.223,0.0,0.0,5.5,2.36,600,368,480,300,8,0,0,3,True
4.143,-0.035,0.358,-0.027,0.082,-0.249,-0.044,0.117,-0.402,-0.223,0.0,0.0,5.5,2.36,600,367,480,300,8,0,0,3,True
4.162,-0.035,0.358,-0.027,0.082,-0.249,-0.043,0.117,-0.402,-0.223,0.0,0.0,5.5,2.36,600,366,480,300,8,0,0,3,True
4.182,-0.035,0.359,-0.027,0.082,-0.249,-0.043,0.117,-0.402,-0.222,0.0,0.0,5.5,2.36,600,366,480,300,8,0,0,3,True
4.201,-0.035,0.359,-0.026,0.082,-0.249,-0.043,0.117,-0.401,-0.223,0.0,0.0,5.5,2.36,600,365,480,300,8,0,0,3,True
4.223,-0.036,0.359,-0.026,0.082,-0.249,-0.042,0.118,-0.401,-0.223,0.0,0.0,5.5,2.36,600,365,480,300,8,0,0,3,True
4.243,-0.036,0.359,-0.026,0.082,-0.249,-0.042,0.118,-0.401,-0.223,0.0,0.0,5.5,2.36,600,364,480,300,8,0,0,3,True
4.264,-0.036,0.358,-0.026,0.083,-0.249,-0.042,0.118,-0.4,-0.222,0.0,0.0,5.5,2.36,600,364,480,300,8,0,0,3,True
4.286,-0.036,0.358,-0.026,0.083,-0.249,-0.042,0.118,-0.399,-0.223,0.0,0.0,5.5,2.36,600,364,480,300,8,0,0,3,True
4.309,-0.036,0.358,-0.026,0.083,-0.249,-0.041,0.118,-0.399,-0.223,0.0,0.0,5.5,2.36,600,363,480,300,8,0,0,3,True
4.327,-0.035,0.357,-0.026,0.083,-0.249,-0.04,0.118,-0.397,-0.223,0.0,0.0,5.5,2.36,600,362,480,300,8,0,0,3,True
4.346,-0.035,0.357,-0.026,0.083,-0.249,-0.04,0.118,-0.397,-0.223,0.0,0.0,5.5,2.36,600,361,480,300,8,0,0,3,True
4.362,-0.035,0.358,-0.026,0.083,-0.249,-0.039,0.118,-0.397,-0.222,0.0,0.0,5.5,2.36,600,360,480,300,8,0,0,3,True
4.38,-0.036,0.358,-0.026,0.083,-0.249,-0.039,0.119,-0.397,-0.223,0.0,0.0,5.5,2.36,600,359,480,300,8,0,0,3,True
