Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,Target Duration,Training Mode,Is Testing Boolean
0.03,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.053,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.073,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.096,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.121,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.14,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.158,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.178,-0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.199,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.234,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,0,0,2,True
0.277,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,296,299,300,300,0,0,2,True
0.296,-0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.0,0.002,0,0,0,0,297,299,300,300,0,0,2,True
0.318,-0.0,0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,299,300,300,0,0,2,True
0.339,-0.0,0.0,-0.0,0.002,0.002,0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,0,0,2,True
0.365,-0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.001,0.002,0,0,0,0,297,301,300,300,0,0,2,True
0.412,-0.0,0.0,-0.0,0.003,0.003,-0.001,0.003,-0.001,0.003,0,0,0,0,296,301,300,300,0,0,2,True
0.453,0.0,0.0,-0.0,0.003,0.003,-0.001,0.003,-0.001,0.003,0,0,0,0,296,301,300,300,0,0,2,True
0.477,0.0,0.0,-0.0,0.002,0.003,-0.001,0.002,-0.001,0.003,0,0,0,0,296,301,300,300,0,0,2,True
0.519,0.0,0.0,-0.0,0.002,0.002,-0.001,0.002,-0.001,0.002,0,0,0,0,296,301,300,300,0,0,2,True
0.541,0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.001,0.002,0,0,0,0,297,301,300,300,100,0.519,2,True
0.568,0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.001,0.002,0,0,0,0,297,300,300,300,200,0.022,2,True
0.599,0.0,0.0,-0.0,0.002,0.003,-0.0,0.002,-0.001,0.003,0,0,0,0,296,301,300,300,300,0.028,2,True
0.642,-0.0,0.0,-0.0,0.002,0.003,-0.001,0.002,-0.001,0.003,0,0,0,0,296,301,300,300,400,0.03,2,True
0.665,-0.0,0.0,-0.0,0.002,0.003,-0.001,0.002,-0.001,0.003,0,0,0,0,296,301,300,300,500,0.043,2,True
0.693,-0.0,0.0,-0.0,0.002,0.003,-0.0,0.002,-0.0,0.003,0,0,0,0,296,300,300,300,600,0.023,2,True
0.714,-0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,296,300,300,300,700,0.028,2,True
0.739,-0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,296,300,300,300,800,0.022,2,True
0.763,-0.0,0.0,0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,900,0.025,2,True
0.808,-0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1000,0.024,2,True
0.839,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,299,300,300,1100,0.045,2,True
0.865,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,299,300,300,1200,0.031,2,True
0.89,0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1300,0.026,2,True
0.914,0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1400,0.025,2,True
0.957,0.0,0.0,-0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1500,0.024,2,True
0.987,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1600,0.043,2,True
1.029,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.0,0.002,0,0,0,0,297,299,300,300,1700,0.031,2,True
1.059,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,-0.0,0.002,0,0,0,0,296,300,300,300,1800,0.041,2,True
1.079,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,-0.0,0.002,0,0,0,0,297,300,300,300,1900,0.03,2,True
1.102,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.0,0.003,0,0,0,0,296,299,300,300,2000,0.02,2,True
1.121,0.0,0.0,-0.0,0.002,0.003,0.0,0.002,0.0,0.003,0,0,0,0,296,299,300,300,2100,0.023,2,True
1.144,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.0,0.003,0,0,0,0,296,299,300,300,2200,0.019,2,True
1.16,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.0,0.002,0,0,0,0,296,299,300,300,2300,0.023,2,True
1.178,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,296,299,300,300,2400,0.016,2,True
1.201,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,299,300,300,2500,0.018,2,True
1.225,0.0,0.0,-0.0,0.002,0.003,0.001,0.002,0.001,0.003,0,0,0,0,296,299,300,300,2600,0.023,2,True
1.248,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,296,298,300,300,2700,0.024,2,True
1.275,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,2800,0.023,2,True
1.299,0.0,0.0,-0.0,0.002,0.003,0.001,0.002,0.001,0.003,0,0,0,0,296,299,300,300,2900,0.027,2,True
1.322,0.0,0.0,-0.0,0.003,0.002,0.001,0.002,0.001,0.003,0,0,0,0,296,298,300,300,3000,0.024,2,True
1.364,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,298,300,300,3100,0.024,2,True
1.385,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,296,299,300,300,3200,0.042,2,True
1.407,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,297,299,300,300,3300,0.023,2,True
1.436,0.0,0.0,-0.0,0.003,0.002,0.001,0.003,0.001,0.002,0,0,0,0,297,299,300,300,3400,0.021,2,True
1.459,0.0,-0.0,-0.0,0.003,0.002,0.001,0.003,0.001,0.002,0,0,0,0,296,299,300,300,3500,0.029,2,True
1.499,0.0,-0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,3600,0.022,2,True
1.522,0.0,-0.0,-0.0,0.003,0.002,-0.0,0.003,0.0,0.002,0,0,0,0,297,300,300,300,3700,0.04,2,True
1.545,0.0,-0.0,-0.0,0.003,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,3800,0.023,2,True
1.568,0.0,-0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,3900,0.023,2,True
1.59,0.0,-0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4000,0.023,2,True
1.612,0.0,-0.0,0.0,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4100,0.022,2,True
1.635,0.0,-0.0,0.0,0.002,0.002,-0.0,0.002,-0.0,0.002,0,0,0,0,297,301,300,300,4200,0.022,2,True
1.699,0.0,-0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4300,0.023,2,True
1.721,0.0,-0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4400,0.064,2,True
1.746,0.0,-0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4500,0.022,2,True
1.771,0.0,-0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,297,300,300,300,4600,0.025,2,True
1.792,0.0,-0.0,-0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,299,300,300,4700,0.025,2,True
1.812,0.0,-0.0,-0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,4800,0.021,2,True
1.839,0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,0,299,300,300,300,4900,0.024,2,False
1.859,0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,0,299,300,300,300,5000,0.023,2,False
1.879,0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,0,299,300,300,300,5100,0.02,2,False
1.903,0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,0,299,300,300,300,5200,0.019,2,False
1.921,-0.0,0.0,-0.0,0.001,0.002,0.002,0.001,0.002,0.001,0,0,0,0,299,300,300,300,5300,0.025,2,False
1.94,-0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.002,0,0,0,0,299,300,300,300,5400,0.018,2,False
1.965,-0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,5500,0.019,2,False
1.988,-0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,5600,0.024,2,False
2.013,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,5700,0.024,2,False
2.035,-0.0,0.0,-0.0,0.001,0.002,0.001,0.001,0.001,0.002,0,0,0,0,299,300,300,300,5800,0.024,2,False
2.06,-0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,5900,0.023,2,False
2.085,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6000,0.024,2,False
2.116,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6100,0.025,2,False
2.139,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6200,0.031,2,False
2.159,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6300,0.023,2,False
2.183,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6400,0.02,2,False
2.217,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,299,300,300,300,6500,0.025,2,False
2.24,0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,299,300,300,300,6600,0.033,2,False
2.263,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,6700,0.023,2,False
2.286,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,6800,0.023,2,False
2.312,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,6900,0.023,2,False
2.352,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7000,0.026,2,False
2.373,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7100,0.04,2,False
2.396,0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,300,300,300,300,7200,0.021,2,False
2.441,0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7300,0.024,2,False
2.465,-0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7400,0.044,2,False
2.489,-0.0,0.0,-0.0,0.002,0.002,0.0,0.002,0.0,0.002,0,0,0,0,300,300,300,300,7500,0.024,2,False
2.516,-0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7600,0.024,2,False
2.546,-0.0,0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,7700,0.026,2,False
2.568,-0.0,0.0,-0.0,0.003,0.002,0.001,0.003,0.001,0.002,0,0,0,0,300,300,300,300,7800,0.03,2,False
2.59,-0.0,-0.0,-0.0,0.003,0.002,0.001,0.003,0.001,0.003,0,0,0,0,300,300,300,300,7900,0.023,2,False
2.613,-0.0,-0.0,-0.0,0.003,0.002,0.001,0.003,0.001,0.002,0,0,0,0,300,300,300,300,8000,0.022,2,False
2.66,0.0,-0.0,-0.0,0.002,0.002,0.001,0.002,0.001,0.002,0,0,0,0,300,300,300,300,8100,0.024,2,False
